raw_affiliation,affiliation_name,wikidata
"Department of Electrical and Computer Engineering, San Diego State University (Georgia)",san diego state university (georgia),http://www.wikidata.org/entity/Q1273279
"Corning West Technology Center, Palo Alto, California, USA",corning west technology center,http://www.wikidata.org/entity/Q556
"Beijing Wuzi University,Beijing Key Laboratory of Intelligent Logistics Systems,Beijing,China",beijing wuzi university,http://www.wikidata.org/entity/Q4881219
"Zhongyuan University of Technology,Zhongyuan-Petersburg Aviation College,Zhengzhou,China,450007",zhongyuan university of technology,http://www.wikidata.org/entity/Q8070992
"Shanghai Jiao Tong University,Department of Electronic Engineering,China",shanghai jiao tong university,http://www.wikidata.org/entity/Q525169
"Ryerson University,Department of Electrical and Computer Engineering,Toronto,Canada",ryerson university,http://www.wikidata.org/entity/Q611723
"Beihang University,State Key Lab of VR Technology and System, School of Computer Science and Engineering",beihang university,http://www.wikidata.org/entity/Q2299797
"Zhengzhou University,Industrial Technology Research Institute, School of Information Engineering",zhengzhou university,http://www.wikidata.org/entity/Q649895
"Electrical and Computer Engineering, Iowa State University, USA",iowa state university,http://www.wikidata.org/entity/Q1136919
Federal University of Rio Grande do Sul (UFRGS)— Porto Alegre,federal university of rio grande do sul (ufrgs)— porto alegre,http://www.wikidata.org/entity/Q184674
Univ. Grenoble Alpes,university grenoble alpes,https://www.wikidata.org/wiki/Special:EntityPage/Q945876
Barcelona Supercomputing Center (BSC) — Barcelona,barcelona supercomputing center (bsc) — barcelona,https://www.wikidata.org/wiki/Q219615
Barcelona Supercomputing Center (BSC) — Barcelona; Universitat Politcnica de Catalunya — Barcelona,barcelona supercomputing center (bsc) — barcelona; universitat politcnica de catalunya — barcelona,https://www.wikidata.org/wiki/Q219615
Optimal Networks,optimal networks,http://www.wikidata.org/entity/Q33989223
"Lab. of Comput. Sci., Chinese Acad. of Sci., Beijing, China",laboratory of computing science,http://www.wikidata.org/entity/Q223416
"CONACYT-Instituto Politecnico Nacional, Mexico City, Mexico",conacyt-instituto politecnico nacional,http://www.wikidata.org/entity/Q659
"Instituto Politecnico Nacional, CIDETEC, Mexico City, Mexico",instituto politecnico nacional,http://www.wikidata.org/entity/Q1539696
"Control Syst. Eng., WVU Tech., USA",control syst. eng.,
"Zhejiang Economic and Trade Polytechnic,Hangzhou,China,310018",zhejiang economic and trade polytechnic,http://www.wikidata.org/entity/Q11148845
"Key Laboratory of Knowledge Engineering with Big Data of Ministry of Education, Hefei University of Technology,Hefei,China",hefei university of technology,http://www.wikidata.org/entity/Q5698213
"Shenzhen Academy of Inspection and Quarantine,Shenzhen,China",shenzhen academy of inspection and quarantine,http://www.wikidata.org/entity/Q30262732
"Department of Electronics and Information Engineering, Chonbuk National University, South Korea",chonbuk national university,http://www.wikidata.org/entity/Q623851
"School of Mechanical and Electrical Engineering, Guangzhou University, China",guangzhou university,http://www.wikidata.org/entity/Q5613747
"UW Madison, USA",uw madison,http://www.wikidata.org/entity/Q838330
"Kodak Research Laboratories, USA",kodak research laboratories,http://www.wikidata.org/entity/Q60109961
Center for Artificial Intelligence Research (C-AIR),center for artificial intelligence research (c-air),http://www.wikidata.org/entity/Q556
Federal University of Amazonas,federal university of amazonas,http://www.wikidata.org/entity/Q5440476
"Electronic Engineering College, Heilongjiang University,Harbin,China",heilongjiang university,http://www.wikidata.org/entity/Q1058956
"Jiangxi Sci. & Technol. Normal Univ., Nanchang, China",jiangxi science & technology normal university,http://www.wikidata.org/entity/Q659
"TNO Perceptual and Cognitive Systems, Soesterberg, the Netherlands",tno perceptual and cognitive systems,http://www.wikidata.org/entity/Q8765
"Clinical & Developmental Neuropsychology, University of Groningen, Groningen, the Netherlands",university of groningen,http://www.wikidata.org/entity/Q850730
"TNO Perceptual and Cognitive Systems, Soesterberg, the Netherlands, Human Media Interaction, University of Twente Enschede, the Netherlands",university of twente enschede,http://www.wikidata.org/entity/Q184674
"Department of Health Sciences and Technology, Swiss Federal Institute of Technology, Zurich, Switzerland",swiss federal institute of technology,http://www.wikidata.org/entity/Q11942
"Spinal Cord Injury Center, Balgrist University Hospital, Zurich, Switzerland",balgrist university hospital,http://www.wikidata.org/entity/Q556
"Kasetsart University,Geography Department,Bangkok,Thailand",kasetsart university,http://www.wikidata.org/entity/Q452406
CVTE Research,cvte research,http://www.wikidata.org/entity/Q556
"Princeton University, USA",princeton university,http://www.wikidata.org/entity/Q21578
"Center on Frontiers of Computing Studies, Peking University",peking university,http://www.wikidata.org/entity/Q16952
"Inst. of Syst. Eng., Nat. Univ. of Defense Technol., Changsha, China",national university of defense technology,http://www.wikidata.org/entity/Q831227
"Aimetis Corporation, 500 Weber Street North, Waterloo, ON, Canada",aimetis corporation,
"INRIA Grenoble, 655 Avenue de l'Europe, Montbonnot, 38 334 Saint Ismier Cedex, France",inria grenoble,http://www.wikidata.org/entity/Q30299481
"ICTEAM Institute, Université catholique de Louvain, Louvain-La-Neuve, Belgium",université catholique de louvain,http://www.wikidata.org/entity/Q378134
"Computational Radiology Laboratory, Harvard Medical School, Boston, USA",computational radiology laboratory,http://www.wikidata.org/entity/Q223416
"Purdue University, IN",purdue university,http://www.wikidata.org/entity/Q217741
"University of Copenhagen,Department of Computer Science,Denmark",university of copenhagen,http://www.wikidata.org/entity/Q186285
"Texas A&M University,Department of Statistics,College Station,TX,U.S.A.",texas a&m university,http://www.wikidata.org/entity/Q49212
"Petuum, Inc.,Pittsburgh,PA,U.S.A.",petuum,
"Michigan State University, East Lansing, MI",michigan state university,http://www.wikidata.org/entity/Q270222
Kwong Wah Hospital,kwong wah hospital,http://www.wikidata.org/entity/Q856077
"University of Science and Technology Beijing,School of Computer and Communication Engineering",university of science and technology beijing,http://www.wikidata.org/entity/Q1510516
Tencent Technology (Shenzhen) Co. Ltd,tencent technology (shenzhen) compancy ltd,https://www.wikidata.org/wiki/Q860580
Xi’an University of Science and Technology,xi’an university of science and technology,http://www.wikidata.org/entity/Q8044029
"National Institute of Technology (KOSEN),Dept. of Electrical and Computer Engineering,Gifu College Gifu,Japan",national institute of technology (kosen),http://www.wikidata.org/entity/Q556
"Advanced Course National Institute of Technology (KOSEN),Interdisciplinary Technology Development,Gifu College Gifu,Japan",advanced course national institute of technology (kosen),http://www.wikidata.org/entity/Q184674
"Information Systems Architecture,Advanced Institute of Industrial Technology,Tokyo,Japan",advanced institute of industrial technology,http://www.wikidata.org/entity/Q2983842
"Otemon Gakuin University,Ibaraki City,Japan",otemon gakuin university,http://www.wikidata.org/entity/Q3551869
"Department of Computer Science, National Tsing Hua University, HsinChu, Taiwan 300 R.O.C",national tsing hua university,http://www.wikidata.org/entity/Q43406
"School of EEE, Nanyang Technological University, Singapore",nanyang technological university,http://www.wikidata.org/entity/Q721064
"Kyungpook National University,Daegu,South Korea",kyungpook national university,http://www.wikidata.org/entity/Q487841
"Ist. Applicazioni Calcolo, Consiglio Naz. delle Ric. Rome, Rome, Italy",ist. applicazioni calcolo,
"Grad. Sch. of Inf. Sci. & Eng., Tokyo Inst. of Technol., Tokyo, Japan",tokyo institute of technology,http://www.wikidata.org/entity/Q587326
"Global Sci. Inf. & Comput. Center, Tokyo Inst. of Technol., Tokyo, Japan",tokyo institute of technology,http://www.wikidata.org/entity/Q587326
"Nvidia Corp., Santa Clara, CA, USA",nvidia corp.,http://www.wikidata.org/entity/Q182477
"Robert Bosch GmbH, Corporate Research, Germany",corporate research,http://www.wikidata.org/entity/Q28943741
"Leibniz Universität Hannover, Germany",leibniz universität hannover,http://www.wikidata.org/entity/Q101375969
"Northeast Normal University, China",northeast normal university,http://www.wikidata.org/entity/Q4393424
Department of Computer Science and Engineering,department of computer science and engineering,http://www.wikidata.org/entity/Q115634102
Department of Biological Systems Engineering,department of biological systems engineering,
"Department of Agronomy and Horticulture, University of Nebraska-Lincoln, Lincoln, NE, USA",university of nebraska-lincoln,http://www.wikidata.org/entity/Q1353679
"Ben Gurion University, Israel",ben gurion university,http://www.wikidata.org/entity/Q737332
Wuhan Business University,wuhan business university,http://www.wikidata.org/entity/Q11124490
"Shanghai University,School of Mechanical Engineering and Automation,Shanghai,China",shanghai university,http://www.wikidata.org/entity/Q1343386
"CyLab Biometrics Center, Carnegie Mellon University, Pittsburgh, PA 15213",carnegie mellon university,http://www.wikidata.org/entity/Q190080
Lyft,lyft,http://www.wikidata.org/entity/Q17077936
PSL Research University,psl research university,http://www.wikidata.org/entity/Q1163431
"Dipartimento di Automatica ed Inf., Politecnico di Torino, Italy",dipartimento di automatica ed inf.,http://www.wikidata.org/entity/Q184674
"Dept. of Radiol., Bowman Gray Sch. of Med., Winston-Salem, NC, USA",bowman gray school of med.,http://www.wikidata.org/entity/Q184674
"Imaging & Visualization Dept., Siemens Corp. Res. Inc., Princeton, NJ, USA",imaging & visualization dept.,http://www.wikidata.org/entity/Q36496
"University of Wisconsin, USA",university of wisconsin,http://www.wikidata.org/entity/Q838330
"Syracuse University,",syracuse university,http://www.wikidata.org/entity/Q617433
"Dept. of Comput. Sci., Brandeis Univ., Waltham, MA, USA",brandeis university,http://www.wikidata.org/entity/Q49119
"SBC Technol. Resources Inc., St. Louis, MO, USA",sbc technology resources incorporated,http://www.wikidata.org/entity/Q184674
"Graduate Sch. of Comput. Sci.&Eng., Aizu Univ., Aizu-Wakamatsu, Japan",aizu university,https://www.wikidata.org/wiki/Q1007777
"Geosystems Res. Inst., Mississippi State Univ., Starkville, MS, USA",mississippi state university,http://www.wikidata.org/entity/Q1939211
University of California - Berkeley,university of california - berkeley,http://www.wikidata.org/entity/Q168756
"Geosystems Research Institute, Mississippi State University, Mississippi State, MS 39762 USA",mississippi state university,http://www.wikidata.org/entity/Q1939211
"Geosystems Research Institute, Mississippi State University, 39762 USA",mississippi state university,http://www.wikidata.org/entity/Q1939211
"College of Information Science and Technology, Beijing University of Chemical Technology, China, 100029",beijing university of chemical technology,http://www.wikidata.org/entity/Q2496210
"Beijing Electronic Science and Technology Institute,Department of Cryptography and Science Technology,Beijing,China",beijing electronic science and technology institute,http://www.wikidata.org/entity/Q4881127
"University of Sao Paulo,Sao Paulo,SP,Brazil",university of sao paulo,http://www.wikidata.org/entity/Q835960
"Karlsruhe Institute of Technology (KIT),Karlsruhe,Germany",karlsruhe institute of technology (kit),http://www.wikidata.org/entity/Q556
"Dept. of Civil&Environ. Eng., Carleton Univ., Ottawa, Ont.",carleton university,http://www.wikidata.org/entity/Q1041737
"Dept. of Aerosp. Eng., Iowa State Univ., Ames, IA, USA",iowa state university,http://www.wikidata.org/entity/Q1136919
"Computational Science and Engineering, Georgia Institute of Technology, Atlanta, Georgia 30332",georgia institute of technology,http://www.wikidata.org/entity/Q864855
ActiveState Software,activestate software,
"ZHAW Zurich University of Applied Sciences, IAM Institute of Applied Media Studies",zhaw zurich university of applied sciences,http://www.wikidata.org/entity/Q184674
"Institute of Automation, University of Rostock, 18119, Germany",university of rostock,http://www.wikidata.org/entity/Q159895
"Center for Life Science Automation (celisca), Rostock 18119, Germany",center for life science automation (celisca),http://www.wikidata.org/entity/Q36496
"Institute of Automation, University of Rostock, Rostock 18119, Germany",university of rostock,http://www.wikidata.org/entity/Q159895
"Center for Life Science Automation (celisca), 18119, Germany",center for life science automation (celisca),http://www.wikidata.org/entity/Q36496
"State Grid Shanghai Municipal Electric Power Company,Shanghai,China",state grid shanghai municipal electric power company,http://www.wikidata.org/entity/Q556
"State Grid Shanghai Energy Interconnection Research Institute,Shanghai,China",state grid shanghai energy interconnection research institute,http://www.wikidata.org/entity/Q36496
"Harbin Institute of Technology,School of Astronautics,Harbin,China",harbin institute of technology,http://www.wikidata.org/entity/Q632558
Science and Technology on Complex System Control and Intelligent Agent Cooperation Laboratory,science and technology on complex system control and intelligent agent cooperation laboratory,http://www.wikidata.org/entity/Q36496
"Multimedia Signal Processing Group - MMSPG, Institute of Electrical Engineering - IEL, Ecole Polytechnique Fédérale de Lausanne - EPFL, CH-1015, Switzerland",institute of electrical engineering - iel,http://www.wikidata.org/entity/Q736
"School of Information and Communication Engineering, Inha University, Incheon 402-751, Korea",inha university,http://www.wikidata.org/entity/Q488851
"DMC R&D Center, Samsung Electronics Co. Ltd., Suwon 443-742, Korea",samsung electronics compancy ltd.,http://www.wikidata.org/entity/Q1661231
"Dept. of Electr. & Comput. Eng., Miami Univ., Coral Gables, FL, USA",miami university,http://www.wikidata.org/entity/Q590643
"Lawrence Livermore National Laboratory,Livermore,CA,USA",lawrence livermore national laboratory,http://www.wikidata.org/entity/Q519826
"Wuzhou University,Guangxi Key Laboratory of Machine Vision and Intelligent Control,Wuzhou,China",wuzhou university,http://www.wikidata.org/entity/Q30262772
"Macau University of Science and Technology,Faculty of Humanities and Arts,Macau,China",macau university of science and technology,http://www.wikidata.org/entity/Q847993
"University of Cagliari,Dept. of Mathematics and Computer Science,Cagliari,Italy",university of cagliari,http://www.wikidata.org/entity/Q2067315
"K. N. Toosi University of Technology,Dept. of Geo-spatial Information Systems,Tehran,Iran",k. n. toosi university of technology,http://www.wikidata.org/entity/Q659
"Nara Institute of Science and Technology, e-mail: meg@is.naist.jp",nara institute of science and technology,http://www.wikidata.org/entity/Q843253
University of Fukui,university of fukui,http://www.wikidata.org/entity/Q1370063
"Department of Computer Science, National Tsing Hua University, Hsinchu 30043, Taiwan, R.O.C.",national tsing hua university,http://www.wikidata.org/entity/Q43406
"Information and Communications Research Lab, Industrial Technology Research Institute (ITRI), Hsinchu 31040, Taiwan, R.O.C.",information and communications research lab,http://www.wikidata.org/entity/Q36496
"College of Computer Science, Zhejiang University, HangZhou, China",zhejiang university,http://www.wikidata.org/entity/Q197543
"Agisoft LLC,St. Petersburg,Russia",agisoft llc,
"Massachusetts Institute of Technology, Computer Science and Artificial Intelligence Laboratory",computer science and artificial intelligence laboratory,http://www.wikidata.org/entity/Q1354917
"Riya Inc., 3 Waters Park Drive, San Mateo CA 94305. drago@riya.com",riya incorporated,http://www.wikidata.org/entity/Q184674
"DigitalPersona Inc., kclee@riya.com",digitalpersona incorporated,http://www.wikidata.org/entity/Q184674
"Riya Inc., 3 Waters Park Drive, San Mateo CA 94305. burak@riya.com",riya incorporated,http://www.wikidata.org/entity/Q184674
"Riya Inc., 3 Waters Park Drive, San Mateo CA 94305. baris@riya.com",riya incorporated,http://www.wikidata.org/entity/Q184674
"L3S Research Center, Leibniz Universität Hannover, Germany",leibniz universität hannover,http://www.wikidata.org/entity/Q101375969
"Information Technologies Institute / CERTH, Greece",information technologies institute / certh,http://www.wikidata.org/entity/Q36496
"Department of Electrical Engineering, National Taiwan University. E-mail: weita@arbor.ee.ntu.edu.tw",national taiwan university. e-mail: weita@arbor.ee.ntu.edu.tw,http://www.wikidata.org/entity/Q184674
"Department of Electrical Engineering, National Taiwan University. E-mail: winshung@arbor.ee.ntu.edu.tw",national taiwan university. e-mail: winshung@arbor.ee.ntu.edu.tw,http://www.wikidata.org/entity/Q184674
"Department of Electrical Engineering, National Taiwan University. E-mail: mschen@cc.ee.ntu.edu.tw",national taiwan university. e-mail: mschen@cc.ee.ntu.edu.tw,http://www.wikidata.org/entity/Q184674
"The HIT Lab NZ, University of Canterbury, Christchurch, New Zealand",university of canterbury,http://www.wikidata.org/entity/Q432475
"Artificial Intelligence Lab., MIT, Cambridge, MA, USA",artificial intelligence laboratory,http://www.wikidata.org/entity/Q4801036
"DSTU, Rostov-on-Don, Russia",dstu,http://www.wikidata.org/entity/Q2563821
"JSC “Milandr”, Moscow, Zelenograd, Russia",jsc “milandr”,http://www.wikidata.org/entity/Q8765
"InnoPeak Technology, Inc.,OPPO US Research Center",oppo us research center,http://www.wikidata.org/entity/Q556
"Western New England University,Department of Biomedical Engineering,Springfield,Massachusetts,USA",western new england university,http://www.wikidata.org/entity/Q7988102
University of Vermont,university of vermont,http://www.wikidata.org/entity/Q1048898
"Key Laboratory of Marine Simulation, Control Dalian Maritime University",control dalian maritime university,http://www.wikidata.org/entity/Q1273279
"Full Service Foundry Test Development, ams AG, Unterpremstaetten, Austria",full service foundry test development,
"ECE Dept., Rice Univ., Houston, TX, USA",rice university,https://www.wikidata.org/wiki/Q1472358
"Communication University of China,School of Information and Communication Engineering,Beijing,P. R. China",communication university of china,http://www.wikidata.org/entity/Q1765168
"Coll. of Mech. Eng., Yangzhou Univ., Yangzhou, China",yangzhou university,http://www.wikidata.org/entity/Q8048674
"Hebei Univ. of Technol., Tianjin, China",hebei university of technology,http://www.wikidata.org/entity/Q5695527
"Dept. of Comput. Sci., Edinburgh Univ., UK",edinburgh university,http://www.wikidata.org/entity/Q160302
"Department of Computer Science, Brown University, Providence, RI 02912, USA. alb@cs.brown.edu",brown university,http://www.wikidata.org/entity/Q49114
"Department of Computer Science, Brown University, Providence, RI 02912, USA. ls@cs.brown.edu",brown university,http://www.wikidata.org/entity/Q49114
"Department of Computer Science, Brown University, Providence, RI 02912, USA. black@cs.brown.edu",brown university,http://www.wikidata.org/entity/Q49114
"Computer Science Department, UC Santa Cruz, Santa Cruz, CA 95064, USA. davis@cs.ucsc.edu",computer science department,http://www.wikidata.org/entity/Q98715055
"Intel Research, Santa Clara, CA 95054, USA. horst.haussecker@intel.com",intel research,http://www.wikidata.org/entity/Q16848957
"Department of Computer Science, Brown University, Providence, RI 02912, USA",brown university,http://www.wikidata.org/entity/Q49114
"ObjectVideo, Inc",objectvideo,http://www.wikidata.org/entity/Q30298323
New york University,new york university,http://www.wikidata.org/entity/Q49210
"Japan Advanced Institute of Science and Technology, Japan",japan advanced institute of science and technology,http://www.wikidata.org/entity/Q845138
"Dept. of Electr. & Info. Eng., Zhejiang Univ., Hangzhou, China",zhejiang university,http://www.wikidata.org/entity/Q197543
"Rensselaer Polytechnic Institute, Troy, NY, 12180-3590, USA",rensselaer polytechnic institute,http://www.wikidata.org/entity/Q49211
"Department of Computer Science, State University of New York at Binghamton, USA",state university of new york at binghamton,http://www.wikidata.org/entity/Q863813
Princeton Plasma Physics Lab,princeton plasma physics lab,http://www.wikidata.org/entity/Q1077236
"Dept. of Electr. & Electron. Eng., Melbourne Univ., Parkville, Vic., Australia",melbourne university,http://www.wikidata.org/entity/Q319078
"University of Oulu, Machine Vision Group, P.O. Box 4500, 90014 University of Oulu, FINLAND",university of oulu,http://www.wikidata.org/entity/Q1357517
"University of Aveiro,Department of Communication and Art,Aveiro,Portugal",university of aveiro,http://www.wikidata.org/entity/Q29671
"Dept. of CIS, Pennsylvania Univ., Philadelphia, PA, USA",pennsylvania university,http://www.wikidata.org/entity/Q49117
"Information and Media Processing Laboratories, NEC Corporation, Japan",information and media processing laboratories,http://www.wikidata.org/entity/Q36496
"College of Computer and Information Science, Southwest University,Chongqing,China,400715",southwest university,http://www.wikidata.org/entity/Q840443
"College of Big Data and Artificial Intelligence, Chizhou University,Chizhou,Anhui,China,247100",chizhou university,http://www.wikidata.org/entity/Q28410028
"Anqing Medical College,Basic Teaching Department,AnQing,Anhui,China,246001",anqing medical college,http://www.wikidata.org/entity/Q10946700
"Haptics Laboratory, McGill University, Montréal, Québec, Canada, e-mail: champ@cim.mcgill.ca",mcgill university,http://www.wikidata.org/entity/Q201492
"Haptics Laboratory, McGill University, Montréal, Québec, Canada, e-mail:andrewg@cim.mcgill.ca",mcgill university,http://www.wikidata.org/entity/Q201492
"Haptics Laboratory, McGill University, Montréal, Québec, Canada, e-mail:hayward@cim.mcgill.ca",mcgill university,http://www.wikidata.org/entity/Q201492
"Shangqiu Normal University,School of Electronic and Electrical Engineering,Shangqiu,China",shangqiu normal university,http://www.wikidata.org/entity/Q7488566
"Harbin Engineering University,College of Mechanical and Electrical Engineering,Harbin,China",harbin engineering university,http://www.wikidata.org/entity/Q23102
"Computer Science Department, University of California, Los Angeles, 90095, USA",university of california,http://www.wikidata.org/entity/Q622664
"I-LAB, CCSR, University of Surrey, Guildford, GU2 7XH, UK",university of surrey,http://www.wikidata.org/entity/Q546976
"Fraunhofer IMK Virtual Environments, Germany",fraunhofer imk virtual environments,http://www.wikidata.org/entity/Q556
NEC Research Institute,nec research institute,http://www.wikidata.org/entity/Q99960955
Amazon Prime Video,amazon prime video,http://www.wikidata.org/entity/Q4740856
MIT Artificial Intelligence Lab,mit artificial intelligence lab,http://www.wikidata.org/entity/Q4584054
"Communication University of China,Key Laboratory of Acoustic Visual Technology and Intelligent Control System,Beijing,China",communication university of china,http://www.wikidata.org/entity/Q1765168
"College of Engineering, University of Florida, USA",university of florida,http://www.wikidata.org/entity/Q501758
"Dept. of Surgery Medical College of Georgia, USA",dept. of surgery medical college of georgia,http://www.wikidata.org/entity/Q184674
"Feinberg School of Medicine , Northwestern University, USA",northwestern university,http://www.wikidata.org/entity/Q309350
"Lab. of Comput. Applic. for Healthcare, Univ. of Sao Paulo, Sao Paulo, Brazil",university of sao paulo,http://www.wikidata.org/entity/Q835960
"Fed. Univ. of Sao Paulo, Sao Paulo, Brazil",fed. university of sao paulo,https://www.wikidata.org/wiki/Q835960
"Research Institution of VR&IS Hangzhou Normal University,Hangzhou,China",research institution of vr&is hangzhou normal university,http://www.wikidata.org/entity/Q36496
"Computer Science and Technology College Zhejiang University,Hangzhou,China",computer science and technology college zhejiang university,https://www.wikidata.org/wiki/Q197543
"University of Illinois Urbana-Champaign,Health Care Engineering Systems Center,Urbana,Illinois",university of illinois urbana-champaign,http://www.wikidata.org/entity/Q457281
"Division of General Internal Medicine, Mayo Clinic,Rochester,Minnesota",division of general internal medicine,http://www.wikidata.org/entity/Q99372266
"Centre for Intelligent Machines, McGill Univ., Montreal, Que., Canada",mcgill university,http://www.wikidata.org/entity/Q201492
"CRISTAL lab, National School of Computer Sciences, University of Manouba, Tunisia",university of manouba,http://www.wikidata.org/entity/Q3551710
"LIP6 Laboratory, University of Paris VI, France",university of paris vi,http://www.wikidata.org/entity/Q1144549
"Instituto de Ciencias Matematicas e de Computacao - USP, Brazil",instituto de ciencias matematicas e de computacao - usp,
Albert-Ludwigs-University,albert-ludwigs-university,
Johann Wolfgang Goethe-University,johann wolfgang goethe-university,http://www.wikidata.org/entity/Q50662
"Dept. of Comput. Software, Univ. of Aizu, Wakamatsu City, Japan",university of aizu,http://www.wikidata.org/entity/Q1007777
"Maryland Univ., College Park, MD, USA",maryland university,http://www.wikidata.org/entity/Q14692174
"Dept. of Comput. Sci., Univ. of Munster, MuÂ¨nster, Germany",university of munster,http://www.wikidata.org/entity/Q168426
"Psychol. Dept. II, Univ. of Munster, MuÂ¨nster, Germany",university of munster,http://www.wikidata.org/entity/Q168426
"School of Computing and Information Sciences, Florida International University, USA",florida international university,http://www.wikidata.org/entity/Q1065809
"Department of Mathematics and Informatics, Ecole Centrale Lyon, France",department of mathematics and informatics,http://www.wikidata.org/entity/Q103223
"Department of Mathematics, Université Lyon 1, France",université lyon 1,http://www.wikidata.org/entity/Q4032
"Department of Computer Science, State University of New York at Stony Brook, USA",state university of new york at stony brook,http://www.wikidata.org/entity/Q969850
"Fac. de Ciencias Exactas y Naturales, Buenos Aires Univ., Argentina",buenos aires university,http://www.wikidata.org/entity/Q2917839
"Empathic Computing Laboratory, University of South Australia, Australia",university of south australia,http://www.wikidata.org/entity/Q15576
"US Army Res. Lab., Fort Belvoir, VA, USA",us army research laboratory,http://www.wikidata.org/entity/Q7889516
"Grad. Sch. of Inf. Sci., Nagoya Univ., Nagoya, Japan",nagoya university,http://www.wikidata.org/entity/Q1191132
"Inst. of Innovation for Future Soc., Nagoya Univ., Nagoya, Japan",nagoya university,http://www.wikidata.org/entity/Q1191132
"National University of Defence Technology, China",national university of defence technology,http://www.wikidata.org/entity/Q556
"Zhengzhou Yutong Bus Co., Ltd. Henan, China",ltd. henan,http://www.wikidata.org/entity/Q556
"University of Toronto,Toronto,ON,Canada",university of toronto,http://www.wikidata.org/entity/Q180865
"Space Engineering University,School of Space Information,Beijing,China",space engineering university,http://www.wikidata.org/entity/Q10873109
ARTIS-GRAVIR/IMAG-INRIA,artis-gravir/imag-inria,
"The University of York, UK",the university of york,http://www.wikidata.org/entity/Q967165
"Department of Computer Science and Engineering, University of West Bohemia, Univerzitní 8, 30100, Plzeň, Czech Republic",university of west bohemia,http://www.wikidata.org/entity/Q1973888
"NTIS - New Technologies for the Information Society, University of West Bohemia, Univerzitní 22, 30100, Plzeň, Czech Republic",university of west bohemia,http://www.wikidata.org/entity/Q1973888
"Nobuhara Hospital and Institute of Biomechanics, Tatsuno, Japan",nobuhara hospital and institute of biomechanics,http://www.wikidata.org/entity/Q556
"Graduate School of Science and Technology, Niigata University, Niigata, Japan",niigata university,http://www.wikidata.org/entity/Q267111
"School of Engineering, The University of Tokyo,Research Into Artifacts, Center for Engineering (RACE),Tokyo,Japan",the university of tokyo,http://www.wikidata.org/entity/Q7842
"School of Engineering, The University of Tokyo,Department of Precision Engineering,Tokyo,Japan",the university of tokyo,http://www.wikidata.org/entity/Q7842
"Asahikawa Medical University,Division on Neuroscience,Department of Physiology,Asahikawa,Japan",asahikawa medical university,http://www.wikidata.org/entity/Q835972
"Columbia University, e-mail: bitouk@cs.columbia.edu",columbia university,http://www.wikidata.org/entity/Q49088
"Columbia University, e-mail: nayar@cs.columbia.edu",columbia university,http://www.wikidata.org/entity/Q49088
University of Teesside,university of teesside,http://www.wikidata.org/entity/Q3695910
"Swiss Federal Institute of Technology (ETH), Switzerland",swiss federal institute of technology (eth),http://www.wikidata.org/entity/Q184674
"Dept. of Electr. Eng., Pennsylvania State Univ., University Park, PA, USA",pennsylvania state university,http://www.wikidata.org/entity/Q739627
"Shenyang Institute of Computing Technology, Chinese Academy of Sciences,Shenyang,China,110168",shenyang institute of computing technology,http://www.wikidata.org/entity/Q30259657
"Stated Grid Jinhua Power Supply Company,Jinhua,China,321001",stated grid jinhua power supply company,http://www.wikidata.org/entity/Q184674
Harvard School of Engineering and Applied Sciences,harvard school of engineering and applied sciences,http://www.wikidata.org/entity/Q5676553
"Dept. of Comput. Sci. & Eng., Indep. Univ. Bangladesh, Dhaka, Bangladesh",indep. university bangladesh,http://www.wikidata.org/entity/Q556
"Dept. of Comput. Sci. & Eng., East West Univ., Dhaka, Bangladesh",east west university,http://www.wikidata.org/entity/Q5329668
"Mobile R&D office, Mobile Comm., Samsung Electron. Co., Ltd., South Korea",ltd.,http://www.wikidata.org/entity/Q6832945
"Beijing University of Posts and Telecommunications, School of computer science(national pilot software engineering school BUPT),Beijing,China",beijing university of posts and telecommunications,http://www.wikidata.org/entity/Q4881210
"Beijing University of Posts and Telecommunications,BUPT,Beijing,China",beijing university of posts and telecommunications,http://www.wikidata.org/entity/Q4881210
Sorbonne Université,sorbonne université,http://www.wikidata.org/entity/Q41497113
Heuritech,heuritech,http://www.wikidata.org/entity/Q556
"POSTECH, Korea",postech,http://www.wikidata.org/entity/Q40018
"Adobe Resaerch, USA",adobe resaerch,https://www.wikidata.org/wiki/Q11463
"Columbia University, 120th St, New York, 10027, USA",columbia university,http://www.wikidata.org/entity/Q49088
"Shanghai Jiao Tong University,China",shanghai jiao tong university,http://www.wikidata.org/entity/Q525169
"Heriot- Watt University,Malaysia",heriot- watt university,http://www.wikidata.org/entity/Q556
Shanghai JiaoTong University,shanghai jiaotong university,http://www.wikidata.org/entity/Q525169
Yoke Intelligence,yoke intelligence,
"Lab. of Image Commun., Seoul Nat. Univ., South Korea",seoul national university,http://www.wikidata.org/entity/Q39913
"Dept. of Electr. & Comput. Eng., Rice Univ., Houston, TX, USA",rice university,https://www.wikidata.org/wiki/Q1472358
"Desert Research Institute, USA",desert research institute,http://www.wikidata.org/entity/Q5264004
"Intel Corp, USA",intel corp,http://www.wikidata.org/entity/Q248
"NVIDIA, University of Utah, USA",university of utah,http://www.wikidata.org/entity/Q168515
"School of Computer, National University of Defense Technology,Changsha,China",national university of defense technology,http://www.wikidata.org/entity/Q831227
